image_path,label
Lotus_Mahal/Lotus_Mahal_001.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_002.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_003.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_004.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_005.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_006.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_007.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_008.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_009.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_010.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_011.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_012.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_013.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_014.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_015.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_016.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_017.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_018.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_019.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_020.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_021.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_022.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_023.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_024.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_025.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_026.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_027.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_028.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_029.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_030.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_031.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_032.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_033.jpg,Lotus_Mahal
Lotus_Mahal/Lotus_Mahal_034.jpg,Lotus_Mahal
Virupaksha_Temple/Virupaksha_Temple_001.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_002.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_003.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_004.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_005.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_006.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_007.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_008.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_009.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_010.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_011.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_012.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_013.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_014.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_015.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_016.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_017.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_018.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_019.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_020.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_021.jpg,Virupaksha_Temple
Virupaksha_Temple/Virupaksha_Temple_022.jpg,Virupaksha_Temple
